HB030_old,HB030
209584,20958400
209587,20958700
209588,20958800
209591,20959100
209593,20959300
209595,20959500
209596,20959600
209597,20959700
209598,20959800
209601,20960100
209602,20960200
209603,20960300
209604,20960400
209605,20960500
209609,20960900
209611,20961100
209612,20961200
209614,20961400
209616,20961600
209621,20962100
209622,20962200
209624,20962400
209625,20962500
209626,20962600
209628,20962800
209629,20962900
209631,20963100
209633,20963300
209634,20963400
209636,20963600
209639,20963900
209641,20964100
209642,20964200
209644,20964400
209645,20964500
209648,20964800
209649,20964900
209654,20965400
209655,20965500
209656,20965600
209658,20965800
209659,20965900
209662,20966200
209663,20966300
209671,20967100
209673,20967300
209674,20967400
209675,20967500
209676,20967600
209677,20967700
209678,20967800
209679,20967900
209685,20968500
209687,20968700
209689,20968900
209693,20969300
209697,20969700
209698,20969800
209700,20970000
209703,20970300
209709,20970900
209712,20971200
209714,20971400
209721,20972100
209728,20972800
209731,20973100
209733,20973300
209734,20973400
209737,20973700
209739,20973900
209743,20974300
209745,20974500
209749,20974900
209750,20975000
209752,20975200
209758,20975800
209761,20976100
209762,20976200
209763,20976300
209764,20976400
209765,20976500
209766,20976600
209767,20976700
209769,20976900
209771,20977100
209773,20977300
209779,20977900
209780,20978000
209788,20978800
209789,20978900
209791,20979100
209794,20979400
209795,20979500
209796,20979600
209797,20979700
209800,20980000
209802,20980200
209805,20980500
209806,20980600
209808,20980800
209809,20980900
209812,20981200
209814,20981400
209815,20981500
209818,20981800
209819,20981900
209820,20982000
209822,20982200
209830,20983000
209831,20983100
209832,20983200
209838,20983800
209839,20983900
209841,20984100
209844,20984400
209845,20984500
209846,20984600
209848,20984800
209851,20985100
209852,20985200
209853,20985300
209856,20985600
209857,20985700
209859,20985900
209861,20986100
209863,20986300
209864,20986400
209866,20986600
209867,20986700
209868,20986800
209871,20987100
209873,20987300
209876,20987600
209877,20987700
209878,20987800
209880,20988000
209881,20988100
209882,20988200
209883,20988300
209884,20988400
209885,20988500
209888,20988800
209889,20988900
209890,20989000
209892,20989200
209893,20989300
209895,20989500
209897,20989700
209898,20989800
209899,20989900
209900,20990000
209901,20990100
209902,20990200
209906,20990600
209909,20990900
209912,20991200
209913,20991300
209914,20991400
209915,20991500
209917,20991700
209918,20991800
209919,20991900
209920,20992000
209921,20992100
209922,20992200
209923,20992300
209925,20992500
209926,20992600
209927,20992700
209930,20993000
209931,20993100
209932,20993200
209935,20993500
209936,20993600
209937,20993700
209939,20993900
209941,20994100
209942,20994200
209944,20994400
209945,20994500
209946,20994600
209947,20994700
209948,20994800
209949,20994900
209950,20995000
209951,20995100
209952,20995200
209953,20995300
209955,20995500
209956,20995600
209957,20995700
209958,20995800
209960,20996000
209966,20996600
209967,20996700
209968,20996800
209969,20996900
209970,20997000
209971,20997100
209972,20997200
209975,20997500
209976,20997600
209977,20997700
209979,20997900
209981,20998100
209982,20998200
209983,20998300
209985,20998500
209988,20998800
209990,20999000
209991,20999100
209992,20999200
209993,20999300
209994,20999400
210200,20020001
210303,20030301
210325,20032501
210679,20067901
211061,20106101
219249,20924901
219700,20970001
219890,20989001
301263,30126300
301266,30126600
301267,30126700
301268,30126800
301269,30126900
301270,30127000
301271,30127100
301272,30127200
301273,30127300
301276,30127600
301277,30127700
301278,30127800
301281,30128100
301282,30128200
301283,30128300
301284,30128400
301285,30128500
301286,30128600
301287,30128700
301289,30128900
301290,30129000
301291,30129100
301293,30129300
301294,30129400
301295,30129500
301296,30129600
301297,30129700
301298,30129800
301299,30129900
301301,30130100
301302,30130200
301303,30130300
301304,30130400
301305,30130500
301306,30130600
301307,30130700
301308,30130800
301309,30130900
301310,30131000
301312,30131200
301313,30131300
301314,30131400
301316,30131600
301318,30131800
301319,30131900
301320,30132000
301321,30132100
301323,30132300
301324,30132400
301325,30132500
301326,30132600
301327,30132700
301328,30132800
301330,30133000
301331,30133100
301334,30133400
301335,30133500
301336,30133600
301337,30133700
301338,30133800
301342,30134200
301343,30134300
301344,30134400
301348,30134800
301349,30134900
301350,30135000
301352,30135200
301353,30135300
301354,30135400
301359,30135900
301360,30136000
301361,30136100
301362,30136200
301363,30136300
301365,30136500
301366,30136600
301368,30136800
301369,30136900
301370,30137000
301373,30137300
301374,30137400
301375,30137500
301378,30137800
301379,30137900
301382,30138200
301383,30138300
301384,30138400
301385,30138500
301386,30138600
301387,30138700
301388,30138800
301389,30138900
301390,30139000
301391,30139100
301392,30139200
301397,30139700
301398,30139800
301399,30139900
301402,30140200
301403,30140300
301405,30140500
301406,30140600
301407,30140700
301408,30140800
301410,30141000
301415,30141500
301417,30141700
301418,30141800
301422,30142200
301424,30142400
301425,30142500
301430,30143000
301432,30143200
301433,30143300
301434,30143400
301437,30143700
301438,30143800
301439,30143900
301441,30144100
301445,30144500
301446,30144600
301447,30144700
301449,30144900
301452,30145200
301454,30145400
301455,30145500
301456,30145600
301458,30145800
301460,30146000
301461,30146100
301462,30146200
301463,30146300
301465,30146500
301466,30146600
301468,30146800
301469,30146900
301471,30147100
301472,30147200
301473,30147300
301478,30147800
301479,30147900
301480,30148000
301482,30148200
301483,30148300
301486,30148600
301488,30148800
301489,30148900
301494,30149400
301495,30149500
301496,30149600
301497,30149700
301500,30150000
301501,30150100
301505,30150500
301506,30150600
301509,30150900
301510,30151000
301511,30151100
301515,30151500
301518,30151800
301519,30151900
301520,30152000
301521,30152100
301523,30152300
301524,30152400
301525,30152500
301526,30152600
301529,30152900
301530,30153000
301531,30153100
301532,30153200
301533,30153300
301534,30153400
301535,30153500
301537,30153700
301538,30153800
301539,30153900
301540,30154000
301541,30154100
301542,30154200
301546,30154600
301547,30154700
301548,30154800
301550,30155000
301552,30155200
301554,30155400
301555,30155500
301556,30155600
301558,30155800
301560,30156000
301561,30156100
301564,30156400
301567,30156700
301568,30156800
301570,30157000
301576,30157600
301577,30157700
301581,30158100
301582,30158200
301584,30158400
301585,30158500
301586,30158600
301587,30158700
301588,30158800
301590,30159000
301592,30159200
301593,30159300
301596,30159600
301597,30159700
301600,30160000
301602,30160200
301603,30160300
301605,30160500
301606,30160600
301620,30162000
301621,30162100
301623,30162300
301624,30162400
301625,30162500
301627,30162700
301628,30162800
301629,30162900
301630,30163000
301632,30163200
301637,30163700
301638,30163800
301640,30164000
301642,30164200
301643,30164300
301647,30164700
301648,30164800
301650,30165000
301652,30165200
301653,30165300
301654,30165400
301657,30165700
301658,30165800
301661,30166100
301662,30166200
301663,30166300
301665,30166500
301668,30166800
301672,30167200
301675,30167500
301676,30167600
301677,30167700
301681,30168100
301682,30168200
301686,30168600
301688,30168800
301689,30168900
301691,30169100
301692,30169200
301696,30169600
301697,30169700
301700,30170000
301701,30170100
301703,30170300
301707,30170700
301708,30170800
301709,30170900
301710,30171000
301711,30171100
301713,30171300
301715,30171500
301717,30171700
301719,30171900
301722,30172200
301725,30172500
301726,30172600
301727,30172700
301731,30173100
301732,30173200
301734,30173400
301739,30173900
301741,30174100
301742,30174200
301743,30174300
301744,30174400
301745,30174500
301746,30174600
301747,30174700
301748,30174800
301749,30174900
301751,30175100
301753,30175300
301754,30175400
301755,30175500
301756,30175600
301757,30175700
301758,30175800
301759,30175900
301760,30176000
301762,30176200
301763,30176300
301764,30176400
301765,30176500
301766,30176600
301767,30176700
301769,30176900
301772,30177200
301773,30177300
301774,30177400
301776,30177600
301777,30177700
301778,30177800
301779,30177900
301781,30178100
301782,30178200
301784,30178400
301785,30178500
301789,30178900
301791,30179100
301792,30179200
301795,30179500
301797,30179700
301798,30179800
301799,30179900
301800,30180000
301802,30180200
301803,30180300
301804,30180400
301805,30180500
301807,30180700
301808,30180800
301810,30181000
301811,30181100
301813,30181300
301814,30181400
301815,30181500
301816,30181600
301817,30181700
301818,30181800
301819,30181900
301820,30182000
301822,30182200
301824,30182400
301825,30182500
301826,30182600
301827,30182700
301828,30182800
301829,30182900
301831,30183100
301832,30183200
301833,30183300
301834,30183400
301835,30183500
301837,30183700
301838,30183800
301839,30183900
301840,30184000
301841,30184100
301842,30184200
301843,30184300
301844,30184400
301845,30184500
301846,30184600
301847,30184700
301848,30184800
301849,30184900
301850,30185000
301851,30185100
301852,30185200
301855,30185500
301856,30185600
301857,30185700
301859,30185900
301861,30186100
301863,30186300
301864,30186400
301865,30186500
301866,30186600
301867,30186700
301868,30186800
301871,30187100
301872,30187200
301873,30187300
301874,30187400
301875,30187500
301876,30187600
301878,30187800
301880,30188000
301881,30188100
301882,30188200
301883,30188300
301884,30188400
301885,30188500
301886,30188600
301887,30188700
301889,30188900
301890,30189000
301891,30189100
301892,30189200
301893,30189300
301894,30189400
301895,30189500
301896,30189600
301897,30189700
301898,30189800
301899,30189900
301901,30190100
301904,30190400
301905,30190500
301906,30190600
301907,30190700
301908,30190800
301909,30190900
301910,30191000
301911,30191100
301912,30191200
301914,30191400
301915,30191500
301917,30191700
301918,30191800
301919,30191900
301920,30192000
301923,30192300
301924,30192400
301925,30192500
301926,30192600
301927,30192700
301928,30192800
301931,30193100
301932,30193200
301933,30193300
301934,30193400
301935,30193500
301936,30193600
301937,30193700
301938,30193800
301939,30193900
301941,30194100
301942,30194200
301944,30194400
301945,30194500
301946,30194600
301947,30194700
301948,30194800
301949,30194900
301950,30195000
301951,30195100
301953,30195300
301954,30195400
301956,30195600
301957,30195700
301959,30195900
301962,30196200
301963,30196300
301965,30196500
301966,30196600
301967,30196700
301969,30196900
301974,30197400
301975,30197500
301976,30197600
301977,30197700
301978,30197800
301979,30197900
301983,30198300
301986,30198600
301988,30198800
301989,30198900
301991,30199100
301992,30199200
301993,30199300
301994,30199400
301995,30199500
301996,30199600
301997,30199700
301998,30199800
302000,30200000
302001,30200100
302002,30200200
302004,30200400
302006,30200600
302007,30200700
302008,30200800
302010,30201000
302011,30201100
302012,30201200
302016,30201600
302017,30201700
302018,30201800
302025,30202500
302026,30202600
302027,30202700
302028,30202800
302029,30202900
302031,30203100
302032,30203200
302033,30203300
302035,30203500
302036,30203600
302037,30203700
302038,30203800
302039,30203900
302041,30204100
302042,30204200
302043,30204300
302044,30204400
302046,30204600
302047,30204700
302050,30205000
302053,30205300
302054,30205400
302057,30205700
302058,30205800
302060,30206000
302063,30206300
302064,30206400
302065,30206500
302066,30206600
302067,30206700
302069,30206900
302070,30207000
302072,30207200
302074,30207400
302075,30207500
302077,30207700
302078,30207800
302079,30207900
302080,30208000
302082,30208200
302083,30208300
302084,30208400
302085,30208500
302087,30208700
302088,30208800
302090,30209000
302092,30209200
302093,30209300
302095,30209500
302100,30210000
302101,30210100
302103,30210300
302106,30210600
302107,30210700
302108,30210800
302109,30210900
302113,30211300
302114,30211400
302115,30211500
302116,30211600
302117,30211700
302118,30211800
302121,30212100
302122,30212200
302123,30212300
302124,30212400
302125,30212500
302126,30212600
302128,30212800
302131,30213100
302134,30213400
302135,30213500
302136,30213600
302138,30213800
302139,30213900
302145,30214500
302146,30214600
302147,30214700
302148,30214800
302153,30215300
302155,30215500
302156,30215600
302157,30215700
302159,30215900
302160,30216000
302161,30216100
302164,30216400
302169,30216900
302172,30217200
302173,30217300
302174,30217400
302175,30217500
302176,30217600
302177,30217700
302178,30217800
302182,30218200
302186,30218600
302187,30218700
302188,30218800
302190,30219000
302192,30219200
302193,30219300
302195,30219500
302197,30219700
302198,30219800
302200,30220000
302201,30220100
302203,30220300
302205,30220500
302207,30220700
302208,30220800
302212,30221200
302213,30221300
302216,30221600
302217,30221700
302218,30221800
302219,30221900
302223,30222300
302224,30222400
302226,30222600
302227,30222700
302232,30223200
302233,30223300
302236,30223600
302237,30223700
302238,30223800
302241,30224100
302242,30224200
302244,30224400
302254,30225400
302255,30225500
302257,30225700
302258,30225800
302259,30225900
302260,30226000
302264,30226400
302266,30226600
302268,30226800
302269,30226900
302271,30227100
302274,30227400
302275,30227500
302277,30227700
302279,30227900
302285,30228500
302286,30228600
302287,30228700
302289,30228900
302290,30229000
302293,30229300
302294,30229400
302295,30229500
302296,30229600
302297,30229700
302298,30229800
302300,30230000
302303,30230300
302304,30230400
302305,30230500
302308,30230800
302316,30231600
302319,30231900
302322,30232200
302326,30232600
302328,30232800
302330,30233000
302333,30233300
302335,30233500
302339,30233900
302344,30234400
302347,30234700
302351,30235100
302354,30235400
302355,30235500
302356,30235600
302357,30235700
302358,30235800
302363,30236300
302367,30236700
302368,30236800
302370,30237000
302371,30237100
302372,30237200
302375,30237500
302376,30237600
302379,30237900
302381,30238100
302382,30238200
302386,30238600
302388,30238800
302391,30239100
302392,30239200
302393,30239300
302394,30239400
302397,30239700
302404,30240400
302406,30240600
302407,30240700
302408,30240800
302410,30241000
302411,30241100
302413,30241300
302414,30241400
302415,30241500
302416,30241600
302419,30241900
302420,30242000
302421,30242100
302422,30242200
302423,30242300
302424,30242400
302425,30242500
302426,30242600
302427,30242700
302429,30242900
302436,30243600
302440,30244000
302442,30244200
302446,30244600
302447,30244700
302448,30244800
302451,30245100
302452,30245200
302453,30245300
302454,30245400
302455,30245500
302456,30245600
302457,30245700
302458,30245800
302460,30246000
302463,30246300
302464,30246400
302465,30246500
302466,30246600
302467,30246700
302468,30246800
302471,30247100
302473,30247300
302474,30247400
302475,30247500
302476,30247600
302480,30248000
302484,30248400
302488,30248800
302489,30248900
302490,30249000
302492,30249200
302495,30249500
302497,30249700
302502,30250200
302503,30250300
302506,30250600
302507,30250700
302508,30250800
302509,30250900
302510,30251000
302511,30251100
302513,30251300
302514,30251400
302515,30251500
302516,30251600
302522,30252200
302523,30252300
302525,30252500
302527,30252700
302528,30252800
302529,30252900
302530,30253000
302531,30253100
302533,30253300
302534,30253400
302535,30253500
302536,30253600
302537,30253700
302538,30253800
302539,30253900
302541,30254100
302543,30254300
302545,30254500
302546,30254600
302548,30254800
302551,30255100
302552,30255200
302553,30255300
302555,30255500
302557,30255700
302558,30255800
302559,30255900
302560,30256000
302561,30256100
302562,30256200
302563,30256300
302564,30256400
302565,30256500
302568,30256800
302569,30256900
302570,30257000
302571,30257100
302572,30257200
302574,30257400
302577,30257700
302578,30257800
302579,30257900
302581,30258100
302583,30258300
302584,30258400
302587,30258700
302591,30259100
302593,30259300
302594,30259400
302595,30259500
302597,30259700
302598,30259800
302602,30260200
302604,30260400
302609,30260900
302610,30261000
302612,30261200
302613,30261300
302617,30261700
302618,30261800
302619,30261900
302624,30262400
302625,30262500
302626,30262600
302628,30262800
302629,30262900
302633,30263300
302634,30263400
302635,30263500
302636,30263600
302637,30263700
302642,30264200
302643,30264300
302644,30264400
302647,30264700
302648,30264800
302651,30265100
302652,30265200
302654,30265400
302657,30265700
302660,30266000
302662,30266200
302663,30266300
302666,30266600
302669,30266900
302670,30267000
302673,30267300
302676,30267600
302678,30267800
302680,30268000
302683,30268300
302684,30268400
302690,30269000
302696,30269600
302697,30269700
302698,30269800
302702,30270200
302703,30270300
302704,30270400
302705,30270500
302706,30270600
302707,30270700
302709,30270900
302717,30271700
302726,30272600
302730,30273000
302731,30273100
302732,30273200
302733,30273300
302734,30273400
302741,30274100
302742,30274200
302743,30274300
302746,30274600
302749,30274900
302753,30275300
302765,30276500
302767,30276700
302768,30276800
302771,30277100
302776,30277600
302778,30277800
302781,30278100
302784,30278400
302787,30278700
302789,30278900
302790,30279000
302792,30279200
302793,30279300
302795,30279500
302797,30279700
302798,30279800
302799,30279900
302801,30280100
302802,30280200
302803,30280300
302812,30281200
302813,30281300
302814,30281400
302817,30281700
302819,30281900
302824,30282400
302825,30282500
302826,30282600
302828,30282800
302829,30282900
302832,30283200
302833,30283300
302836,30283600
302839,30283900
302841,30284100
302843,30284300
302844,30284400
302848,30284800
302850,30285000
302851,30285100
302853,30285300
302854,30285400
302857,30285700
302862,30286200
302865,30286500
302873,30287300
302874,30287400
302876,30287600
302878,30287800
302880,30288000
302881,30288100
302882,30288200
302886,30288600
302888,30288800
302889,30288900
302890,30289000
302891,30289100
302893,30289300
302894,30289400
302896,30289600
302898,30289800
302900,30290000
302901,30290100
302903,30290300
302904,30290400
302905,30290500
302908,30290800
302910,30291000
302915,30291500
302916,30291600
302918,30291800
302920,30292000
302921,30292100
302923,30292300
302926,30292600
302929,30292900
302930,30293000
302931,30293100
302932,30293200
302933,30293300
302934,30293400
302935,30293500
302937,30293700
302938,30293800
302939,30293900
302940,30294000
302941,30294100
302942,30294200
302945,30294500
302948,30294800
302949,30294900
302950,30295000
302951,30295100
302952,30295200
302953,30295300
302954,30295400
302957,30295700
302958,30295800
302959,30295900
302962,30296200
302967,30296700
302968,30296800
302971,30297100
302973,30297300
302974,30297400
302976,30297600
302978,30297800
302981,30298100
302984,30298400
302985,30298500
302986,30298600
302988,30298800
302989,30298900
302990,30299000
302994,30299400
302995,30299500
302997,30299700
302998,30299800
302999,30299900
303000,30300000
303004,30300400
303005,30300500
303006,30300600
303007,30300700
303008,30300800
303010,30301000
303014,30301400
303017,30301700
303018,30301800
303019,30301900
303020,30302000
303021,30302100
303022,30302200
303023,30302300
303024,30302400
303025,30302500
303026,30302600
303028,30302800
303029,30302900
303030,30303000
303031,30303100
303033,30303300
303034,30303400
303035,30303500
303037,30303700
303039,30303900
303040,30304000
303041,30304100
303045,30304500
303046,30304600
303049,30304900
303051,30305100
303054,30305400
303057,30305700
303058,30305800
303062,30306200
303065,30306500
303067,30306700
303070,30307000
303071,30307100
303072,30307200
303076,30307600
303078,30307800
303081,30308100
303084,30308400
303085,30308500
303088,30308800
303090,30309000
303091,30309100
303097,30309700
303098,30309800
303099,30309900
303100,30310000
303101,30310100
303103,30310300
303105,30310500
303106,30310600
303108,30310800
303111,30311100
303113,30311300
303115,30311500
303116,30311600
303117,30311700
303118,30311800
303119,30311900
303120,30312000
303121,30312100
303123,30312300
303124,30312400
303125,30312500
303127,30312700
303129,30312900
303131,30313100
303132,30313200
303133,30313300
303134,30313400
303135,30313500
303136,30313600
303138,30313800
303139,30313900
303140,30314000
303141,30314100
303143,30314300
303144,30314400
303145,30314500
303146,30314600
303147,30314700
303149,30314900
303150,30315000
303151,30315100
303152,30315200
303153,30315300
303154,30315400
303155,30315500
303156,30315600
303157,30315700
303158,30315800
303160,30316000
303161,30316100
303163,30316300
303164,30316400
303166,30316600
303167,30316700
303170,30317000
303174,30317400
303175,30317500
303176,30317600
303177,30317700
303178,30317800
303179,30317900
303180,30318000
303181,30318100
303182,30318200
303183,30318300
303184,30318400
303185,30318500
303186,30318600
303190,30319000
303193,30319300
303194,30319400
303195,30319500
303196,30319600
303197,30319700
303199,30319900
303200,30320000
303201,30320100
303202,30320200
303204,30320400
303205,30320500
303206,30320600
303208,30320800
303211,30321100
303213,30321300
303214,30321400
303215,30321500
303216,30321600
303218,30321800
303219,30321900
303220,30322000
303225,30322500
303227,30322700
303228,30322800
303229,30322900
303231,30323100
303232,30323200
303233,30323300
303236,30323600
303239,30323900
303240,30324000
303242,30324200
303243,30324300
303244,30324400
303248,30324800
303249,30324900
303250,30325000
303253,30325300
303254,30325400
303255,30325500
303256,30325600
303258,30325800
303261,30326100
303263,30326300
303264,30326400
303265,30326500
303266,30326600
303270,30327000
303271,30327100
303274,30327400
303277,30327700
303278,30327800
303279,30327900
303280,30328000
303284,30328400
303285,30328500
303286,30328600
303287,30328700
303289,30328900
303293,30329300
303297,30329700
303298,30329800
303299,30329900
303304,30330400
303305,30330500
303306,30330600
303308,30330800
303313,30331300
303315,30331500
303316,30331600
303319,30331900
303321,30332100
303322,30332200
303324,30332400
303325,30332500
303326,30332600
303327,30332700
303330,30333000
303332,30333200
303335,30333500
303336,30333600
303337,30333700
303338,30333800
303339,30333900
303340,30334000
303341,30334100
303343,30334300
303344,30334400
303345,30334500
303349,30334900
303351,30335100
303352,30335200
303355,30335500
303356,30335600
303358,30335800
303359,30335900
303361,30336100
303362,30336200
303364,30336400
303366,30336600
303367,30336700
303368,30336800
303369,30336900
303370,30337000
303372,30337200
303374,30337400
303376,30337600
303377,30337700
303379,30337900
303381,30338100
303382,30338200
303383,30338300
303388,30338800
303390,30339000
303392,30339200
303393,30339300
303396,30339600
303398,30339800
303399,30339900
303400,30340000
303401,30340100
303402,30340200
303403,30340300
303405,30340500
303409,30340900
303414,30341400
303418,30341800
303419,30341900
303420,30342000
303421,30342100
303422,30342200
303423,30342300
303425,30342500
303428,30342800
303430,30343000
303431,30343100
303434,30343400
303438,30343800
303440,30344000
303441,30344100
303444,30344400
303445,30344500
303447,30344700
303448,30344800
303449,30344900
303453,30345300
303461,30346100
303463,30346300
303464,30346400
303468,30346800
303470,30347000
303471,30347100
303472,30347200
303473,30347300
303474,30347400
303475,30347500
303476,30347600
303477,30347700
303481,30348100
303483,30348300
303484,30348400
303485,30348500
303487,30348700
303489,30348900
303490,30349000
303491,30349100
303493,30349300
303495,30349500
303501,30350100
303507,30350700
303509,30350900
303510,30351000
303514,30351400
303516,30351600
303520,30352000
303521,30352100
303522,30352200
303523,30352300
303526,30352600
303530,30353000
303531,30353100
303533,30353300
303535,30353500
303536,30353600
303539,30353900
303540,30354000
303544,30354400
303547,30354700
303550,30355000
303552,30355200
303554,30355400
303555,30355500
303556,30355600
303558,30355800
303563,30356300
303564,30356400
303565,30356500
303573,30357300
303574,30357400
303576,30357600
303577,30357700
303583,30358300
303584,30358400
303586,30358600
303589,30358900
303596,30359600
303597,30359700
303599,30359900
303600,30360000
303602,30360200
303603,30360300
303604,30360400
303605,30360500
303608,30360800
303609,30360900
303610,30361000
303611,30361100
303612,30361200
303613,30361300
303615,30361500
303616,30361600
313400,30340001
313449,30344901
313475,30347501
403617,40361700
403620,40362000
403622,40362200
403623,40362300
403624,40362400
403629,40362900
403630,40363000
403632,40363200
403640,40364000
403644,40364400
403646,40364600
403649,40364900
403654,40365400
403655,40365500
403657,40365700
403664,40366400
403667,40366700
403668,40366800
403670,40367000
403676,40367600
403680,40368000
403687,40368700
403692,40369200
403694,40369400
403699,40369900
403700,40370000
403705,40370500
403707,40370700
403708,40370800
403709,40370900
403710,40371000
403711,40371100
403713,40371300
403714,40371400
403717,40371700
403720,40372000
403721,40372100
403722,40372200
403725,40372500
403728,40372800
403729,40372900
403734,40373400
403735,40373500
403736,40373600
403738,40373800
403742,40374200
403743,40374300
403745,40374500
403753,40375300
403756,40375600
403758,40375800
403760,40376000
403762,40376200
403763,40376300
403766,40376600
403767,40376700
403768,40376800
403769,40376900
403770,40377000
403774,40377400
403778,40377800
403779,40377900
403780,40378000
403786,40378600
403789,40378900
403792,40379200
403797,40379700
403801,40380100
403808,40380800
403819,40381900
403825,40382500
403832,40383200
403835,40383500
403836,40383600
403837,40383700
403844,40384400
403851,40385100
403858,40385800
403863,40386300
403864,40386400
403871,40387100
403876,40387600
403877,40387700
403881,40388100
403882,40388200
403888,40388800
403896,40389600
403897,40389700
403898,40389800
403900,40390000
403901,40390100
403908,40390800
403910,40391000
403911,40391100
403912,40391200
403915,40391500
403916,40391600
403925,40392500
403933,40393300
403934,40393400
403937,40393700
403939,40393900
403943,40394300
403946,40394600
403947,40394700
403948,40394800
403949,40394900
403951,40395100
403953,40395300
403956,40395600
403957,40395700
403971,40397100
403975,40397500
403976,40397600
403989,40398900
403992,40399200
403994,40399400
403998,40399800
404000,40400000
404002,40400200
404003,40400300
404016,40401600
404020,40402000
404025,40402500
404029,40402900
404033,40403300
404039,40403900
404040,40404000
404044,40404400
404050,40405000
404055,40405500
404056,40405600
404058,40405800
404067,40406700
404068,40406800
404070,40407000
404071,40407100
404073,40407300
404077,40407700
404091,40409100
404100,40410000
404101,40410100
404115,40411500
404117,40411700
404118,40411800
404119,40411900
404125,40412500
404128,40412800
404129,40412900
404139,40413900
404140,40414000
404142,40414200
404145,40414500
404147,40414700
404152,40415200
404153,40415300
404154,40415400
404162,40416200
404163,40416300
404164,40416400
404166,40416600
404167,40416700
404168,40416800
404169,40416900
404170,40417000
404171,40417100
404172,40417200
404174,40417400
404175,40417500
404176,40417600
404178,40417800
404179,40417900
404185,40418500
404186,40418600
404188,40418800
404190,40419000
404191,40419100
404192,40419200
404194,40419400
404195,40419500
404196,40419600
404200,40420000
404201,40420100
404206,40420600
404210,40421000
404213,40421300
404215,40421500
404217,40421700
404218,40421800
404219,40421900
404221,40422100
404222,40422200
404223,40422300
404224,40422400
404225,40422500
404226,40422600
404228,40422800
404229,40422900
404230,40423000
404231,40423100
404232,40423200
404235,40423500
404236,40423600
404237,40423700
404238,40423800
404239,40423900
404240,40424000
404242,40424200
404245,40424500
404246,40424600
404247,40424700
404250,40425000
404251,40425100
404254,40425400
404255,40425500
404259,40425900
404261,40426100
404263,40426300
404266,40426600
404268,40426800
404269,40426900
404270,40427000
404271,40427100
404272,40427200
404273,40427300
404277,40427700
404278,40427800
404281,40428100
404282,40428200
404285,40428500
404291,40429100
404292,40429200
404295,40429500
404296,40429600
404298,40429800
404299,40429900
404300,40430000
404301,40430100
404302,40430200
404303,40430300
404304,40430400
404305,40430500
404307,40430700
404310,40431000
404311,40431100
404316,40431600
404317,40431700
404318,40431800
404319,40431900
404322,40432200
404323,40432300
404326,40432600
404328,40432800
404329,40432900
404332,40433200
404336,40433600
404339,40433900
404340,40434000
404341,40434100
404343,40434300
404344,40434400
404346,40434600
404347,40434700
404348,40434800
404349,40434900
404352,40435200
404353,40435300
404361,40436100
404363,40436300
404364,40436400
404365,40436500
404369,40436900
404370,40437000
404371,40437100
404373,40437300
404376,40437600
404378,40437800
404380,40438000
404381,40438100
404382,40438200
404387,40438700
404388,40438800
404389,40438900
404390,40439000
404391,40439100
404393,40439300
404394,40439400
404395,40439500
404396,40439600
404399,40439900
404404,40440400
404405,40440500
404408,40440800
404411,40441100
404412,40441200
404413,40441300
404414,40441400
404415,40441500
404417,40441700
404420,40442000
404422,40442200
404426,40442600
404428,40442800
404430,40443000
404432,40443200
404433,40443300
404435,40443500
404437,40443700
404438,40443800
404440,40444000
404441,40444100
404445,40444500
404446,40444600
404450,40445000
404451,40445100
404453,40445300
404454,40445400
404457,40445700
404461,40446100
404462,40446200
404467,40446700
404470,40447000
404473,40447300
404474,40447400
404475,40447500
404476,40447600
404478,40447800
404479,40447900
404480,40448000
404484,40448400
404485,40448500
404488,40448800
404490,40449000
404491,40449100
404492,40449200
404498,40449800
404501,40450100
404502,40450200
404503,40450300
404504,40450400
404505,40450500
404506,40450600
404507,40450700
404508,40450800
404511,40451100
404512,40451200
404514,40451400
404515,40451500
404516,40451600
404517,40451700
404519,40451900
404522,40452200
404523,40452300
404532,40453200
404534,40453400
404535,40453500
404536,40453600
404538,40453800
404539,40453900
404540,40454000
404541,40454100
404542,40454200
404543,40454300
404544,40454400
404547,40454700
404552,40455200
404554,40455400
404555,40455500
404556,40455600
404562,40456200
404567,40456700
404568,40456800
404569,40456900
404570,40457000
404571,40457100
404576,40457600
404580,40458000
404583,40458300
404585,40458500
404586,40458600
404588,40458800
404591,40459100
404594,40459400
404595,40459500
404596,40459600
404599,40459900
404600,40460000
404601,40460100
404602,40460200
404604,40460400
404605,40460500
404611,40461100
404612,40461200
404616,40461600
404618,40461800
404620,40462000
404622,40462200
404626,40462600
404627,40462700
404628,40462800
404629,40462900
404630,40463000
404631,40463100
404632,40463200
404634,40463400
404638,40463800
404643,40464300
404644,40464400
404645,40464500
404651,40465100
404652,40465200
404657,40465700
404658,40465800
404662,40466200
404664,40466400
404667,40466700
404668,40466800
404669,40466900
404670,40467000
404671,40467100
404672,40467200
404673,40467300
404676,40467600
404677,40467700
404678,40467800
404680,40468000
404681,40468100
404682,40468200
404683,40468300
404686,40468600
404687,40468700
404689,40468900
404690,40469000
404693,40469300
404694,40469400
404695,40469500
404697,40469700
404699,40469900
404700,40470000
404701,40470100
404702,40470200
404705,40470500
404706,40470600
404707,40470700
404708,40470800
404709,40470900
404711,40471100
404712,40471200
404713,40471300
404714,40471400
404715,40471500
404717,40471700
404719,40471900
404721,40472100
